scenario_id,investor_id,prompt,execution_score,idea_score,would_invest,response_text
64,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",9,9,1,"Investor Marc sees execution=9, idea=9, invests=1"
64,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",4,8,0,"Investor Bill sees execution=4, idea=8, invests=0"
65,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,9,4,1,"Investor Marc sees execution=9, idea=4, invests=1"
65,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,5,7,0,"Investor Bill sees execution=5, idea=7, invests=0"
66,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,8,2,0,"Investor Marc sees execution=8, idea=2, invests=0"
66,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,7,3,0,"Investor Bill sees execution=7, idea=3, invests=0"
67,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,1,2,0,"Investor Marc sees execution=1, idea=2, invests=0"
67,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,2,3,0,"Investor Bill sees execution=2, idea=3, invests=0"
68,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",6,7,1,"Investor Marc sees execution=6, idea=7, invests=1"
68,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",6,9,1,"Investor Bill sees execution=6, idea=9, invests=1"
69,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,5,4,0,"Investor Marc sees execution=5, idea=4, invests=0"
69,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,1,5,0,"Investor Bill sees execution=1, idea=5, invests=0"
70,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,9,3,0,"Investor Marc sees execution=9, idea=3, invests=0"
70,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,5,7,0,"Investor Bill sees execution=5, idea=7, invests=0"
71,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,3,9,0,"Investor Marc sees execution=3, idea=9, invests=0"
71,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,3,9,0,"Investor Bill sees execution=3, idea=9, invests=0"
72,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",4,4,0,"Investor Marc sees execution=4, idea=4, invests=0"
72,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",9,9,1,"Investor Bill sees execution=9, idea=9, invests=1"
73,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,2,4,0,"Investor Marc sees execution=2, idea=4, invests=0"
73,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,1,3,0,"Investor Bill sees execution=1, idea=3, invests=0"
74,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,3,5,0,"Investor Marc sees execution=3, idea=5, invests=0"
74,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,7,4,0,"Investor Bill sees execution=7, idea=4, invests=0"
75,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,5,8,1,"Investor Marc sees execution=5, idea=8, invests=1"
75,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,7,2,0,"Investor Bill sees execution=7, idea=2, invests=0"
76,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",1,6,0,"Investor Marc sees execution=1, idea=6, invests=0"
76,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed",9,9,1,"Investor Bill sees execution=9, idea=9, invests=1"
77,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,5,4,0,"Investor Marc sees execution=5, idea=4, invests=0"
77,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,1,9,0,"Investor Bill sees execution=1, idea=9, invests=0"
78,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,4,4,0,"Investor Marc sees execution=4, idea=4, invests=0"
78,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,8,9,1,"Investor Bill sees execution=8, idea=9, invests=1"
79,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,6,5,0,"Investor Marc sees execution=6, idea=5, invests=0"
79,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: Angel/Seed Round Completed,6,7,1,"Investor Bill sees execution=6, idea=7, invests=1"
80,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",9,2,0,"Investor Marc sees execution=9, idea=2, invests=0"
80,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",9,3,0,"Investor Bill sees execution=9, idea=3, invests=0"
81,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,6,6,0,"Investor Marc sees execution=6, idea=6, invests=0"
81,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,2,9,0,"Investor Bill sees execution=2, idea=9, invests=0"
82,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,1,9,0,"Investor Marc sees execution=1, idea=9, invests=0"
82,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,4,8,0,"Investor Bill sees execution=4, idea=8, invests=0"
83,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,9,5,1,"Investor Marc sees execution=9, idea=5, invests=1"
83,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,9,8,1,"Investor Bill sees execution=9, idea=8, invests=1"
84,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",9,6,1,"Investor Marc sees execution=9, idea=6, invests=1"
84,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",5,4,0,"Investor Bill sees execution=5, idea=4, invests=0"
85,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,2,5,0,"Investor Marc sees execution=2, idea=5, invests=0"
85,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,7,7,1,"Investor Bill sees execution=7, idea=7, invests=1"
86,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,2,8,0,"Investor Marc sees execution=2, idea=8, invests=0"
86,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,9,4,1,"Investor Bill sees execution=9, idea=4, invests=1"
87,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,4,7,0,"Investor Marc sees execution=4, idea=7, invests=0"
87,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,5,7,0,"Investor Bill sees execution=5, idea=7, invests=0"
88,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",3,3,0,"Investor Marc sees execution=3, idea=3, invests=0"
88,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",3,5,0,"Investor Bill sees execution=3, idea=5, invests=0"
89,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,2,2,0,"Investor Marc sees execution=2, idea=2, invests=0"
89,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,8,4,0,"Investor Bill sees execution=8, idea=4, invests=0"
90,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,4,3,0,"Investor Marc sees execution=4, idea=3, invests=0"
90,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,3,9,0,"Investor Bill sees execution=3, idea=9, invests=0"
91,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,1,1,0,"Investor Marc sees execution=1, idea=1, invests=0"
91,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,8,5,1,"Investor Bill sees execution=8, idea=5, invests=1"
92,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",5,3,0,"Investor Marc sees execution=5, idea=3, invests=0"
92,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed",1,3,0,"Investor Bill sees execution=1, idea=3, invests=0"
93,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,7,2,0,"Investor Marc sees execution=7, idea=2, invests=0"
93,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,1,8,0,"Investor Bill sees execution=1, idea=8, invests=0"
94,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,3,9,0,"Investor Marc sees execution=3, idea=9, invests=0"
94,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,9,2,0,"Investor Bill sees execution=9, idea=2, invests=0"
95,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,2,3,0,"Investor Marc sees execution=2, idea=3, invests=0"
95,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: Angel/Seed Round Completed,8,7,1,"Investor Bill sees execution=8, idea=7, invests=1"
96,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",2,7,0,"Investor Marc sees execution=2, idea=7, invests=0"
96,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",4,5,0,"Investor Bill sees execution=4, idea=5, invests=0"
97,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,6,3,0,"Investor Marc sees execution=6, idea=3, invests=0"
97,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,5,8,1,"Investor Bill sees execution=5, idea=8, invests=1"
98,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,4,5,0,"Investor Marc sees execution=4, idea=5, invests=0"
98,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,9,2,0,"Investor Bill sees execution=9, idea=2, invests=0"
99,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,8,8,1,"Investor Marc sees execution=8, idea=8, invests=1"
99,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,9,6,1,"Investor Bill sees execution=9, idea=6, invests=1"
100,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",2,5,0,"Investor Marc sees execution=2, idea=5, invests=0"
100,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",4,4,0,"Investor Bill sees execution=4, idea=4, invests=0"
101,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,2,9,0,"Investor Marc sees execution=2, idea=9, invests=0"
101,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,2,5,0,"Investor Bill sees execution=2, idea=5, invests=0"
102,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,1,1,0,"Investor Marc sees execution=1, idea=1, invests=0"
102,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,1,9,0,"Investor Bill sees execution=1, idea=9, invests=0"
103,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,8,5,1,"Investor Marc sees execution=8, idea=5, invests=1"
103,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,3,5,0,"Investor Bill sees execution=3, idea=5, invests=0"
104,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",9,6,1,"Investor Marc sees execution=9, idea=6, invests=1"
104,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",5,3,0,"Investor Bill sees execution=5, idea=3, invests=0"
105,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,6,3,0,"Investor Marc sees execution=6, idea=3, invests=0"
105,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,3,4,0,"Investor Bill sees execution=3, idea=4, invests=0"
106,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,5,7,0,"Investor Marc sees execution=5, idea=7, invests=0"
106,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,7,5,0,"Investor Bill sees execution=7, idea=5, invests=0"
107,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,5,1,0,"Investor Marc sees execution=5, idea=1, invests=0"
107,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,9,2,0,"Investor Bill sees execution=9, idea=2, invests=0"
108,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",2,1,0,"Investor Marc sees execution=2, idea=1, invests=0"
108,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed",8,5,1,"Investor Bill sees execution=8, idea=5, invests=1"
109,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,8,9,1,"Investor Marc sees execution=8, idea=9, invests=1"
109,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,4,9,1,"Investor Bill sees execution=4, idea=9, invests=1"
110,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,2,4,0,"Investor Marc sees execution=2, idea=4, invests=0"
110,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,6,3,0,"Investor Bill sees execution=6, idea=3, invests=0"
111,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,8,7,1,"Investor Marc sees execution=8, idea=7, invests=1"
111,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: Angel/Seed Round Completed,7,9,1,"Investor Bill sees execution=7, idea=9, invests=1"
